name,City,countryName,IATA,Latitude, Logtitude,Altitude,Timezone
Kastoria National Airport,Kastoria,Greece,KSO,40.4463005066,21.282199859600002,2167,2.0
Kithira Airport,Kithira,Greece,KIT,36.2742996216,23.0170001984,1045,2.0
Kefallinia Airport,Keffallinia,Greece,EFL,38.12009811401367,20.5004997253418,59,2.0
Kalamata Airport,Kalamata,Greece,KLX,37.06829833984375,22.02549934387207,26,2.0
Kos Airport,Kos,Greece,KGS,36.79330062866211,27.09169960021973,412,2.0
Karpathos Airport,Karpathos,Greece,AOK,35.4213981628418,27.145999908447266,66,2.0
Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,39.601898193359375,19.911699295043945,6,2.0
Alexander the Great International Airport,Kavala,Greece,KVA,40.91329956054688,24.619199752807614,18,2.0
Filippos Airport,Kozani,Greece,KZI,40.28609848022461,21.84079933166504,2059,2.0
Limnos Airport,Limnos,Greece,LXS,39.917098999000004,25.236299514799995,14,2.0
Mikonos Airport,Mykonos,Greece,JMK,37.43510055541992,25.348100662231445,405,2.0
Mytilene International Airport,Mytilini,Greece,MJT,39.0567016602,26.5983009338,60,2.0
Aktion National Airport,Preveza,Greece,PVK,38.92549896240234,20.765300750732425,11,2.0
Diagoras Airport,Rhodos,Greece,RHO,36.40539932250977,28.086200714111328,17,2.0
Araxos Airport,Patras,Greece,GPA,38.1511,21.4256,46,2.0
Chania International Airport,Chania,Greece,CHQ,35.531700134277344,24.149700164794922,490,2.0
Skiathos Island National Airport,Skiathos,Greece,JSI,39.177101135253906,23.503700256347656,54,2.0
Samos Airport,Samos,Greece,SMI,37.68999862670898,26.911699295043945,19,2.0
Santorini Airport,Thira,Greece,JTR,36.39920043945313,25.47929954528809,127,2.0
Sitia Airport,Sitia,Greece,JSH,35.21609878540039,26.101299285888672,376,2.0
Skiros Airport,Skiros,Greece,SKU,38.967601776100004,24.4871997833,44,2.0
Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,40.51969909667969,22.97089958190918,22,2.0
Zakynthos International Airport 'Dionysios Solomos',Zakynthos,Greece,ZTH,37.7509,20.8843,15,2.0
Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,47.429759999999995,19.261093,495,1.0
Debrecen International Airport,Debrecen,Hungary,DEB,47.48889923095703,21.61529922485352,359,1.0
Bari Karol Wojtyla Airport,Bari,Italy,BRI,41.138901000000004,16.760599,177,1.0
Pescara International Airport,Pescara,Italy,PSR,42.431702,14.1811,48,1.0
Brindisi Salento Airport,Brindisi,Italy,BDS,40.6576,17.947001,47,1.0
Lamezia Terme Airport,Lamezia,Italy,SUF,38.905398999999996,16.2423,39,1.0
Catania-Fontanarossa Airport,Catania,Italy,CTA,37.466801000000004,15.0664,39,1.0
Lampedusa Airport,Lampedusa,Italy,LMP,35.497898,12.6167,70,1.0
Pantelleria Airport,Pantelleria,Italy,PNL,36.816502,11.967,628,1.0
Falcone Borsellino Airport,Palermo,Italy,PMO,38.175999,13.091,65,1.0
Reggio Calabria Airport,Reggio Calabria,Italy,REG,38.071201,15.6516,96,1.0
Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,TPS,37.9114,12.488,25,1.0
Alghero-Fertilia Airport,Alghero,Italy,AHO,40.632099,8.29077,87,1.0
Cagliari Elmas Airport,Cagliari,Italy,CAG,39.251499,9.05428,13,1.0
Olbia Costa Smeralda Airport,Olbia,Italy,OLB,40.898701,9.51763,37,1.0
Malpensa International Airport,Milano,Italy,MXP,45.6306,8.728110000000001,768,1.0
Il Caravaggio International Airport,Bergamo,Italy,BGY,45.673901,9.70417,782,1.0
Turin Airport,Torino,Italy,TRN,45.200802,7.64963,989,1.0
Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,44.4133,8.8375,13,1.0
Milano Linate Airport,Milan,Italy,LIN,45.445099,9.27674,353,1.0
Parma Airport,Parma,Italy,PMF,44.824501,10.2953,161,1.0
Cuneo International Airport,Cuneo,Italy,CUF,44.547001,7.62322,1267,1.0
Bolzano Airport,Bolzano,Italy,BZO,46.460201,11.3282,789,1.0
Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,44.5354,11.2903,123,1.0
Treviso-Sant'Angelo Airport,Treviso,Italy,TSF,45.648399,12.2027,59,1.0
Trieste Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,45.827498999999996,13.4722,39,1.0
Federico Fellini International Airport,Rimini,Italy,RMI,44.020302,12.6094,40,1.0
Verona Villafranca Airport,Villafranca,Italy,VRN,45.395699,10.8881,239,1.0
Venice Marco Polo Airport,Venice,Italy,VCE,45.505299,12.3433,7,1.0
Ciampino G. B. Pastine International Airport,Rome,Italy,CIA,41.7994,12.5949,427,1.0
Leonardo da Vinci Fiumicino Airport,Rome,Italy,FCO,41.800277799999996,12.238888900000001,13,1.0
Marina Di Campo Airport,Marina Di Campo,Italy,EBA,42.7603,10.239445,31,1.0
Naples International Airport,Naples,Italy,NAP,40.886002000000005,14.2908,294,1.0
Pisa International Airport,Pisa,Italy,PSA,43.683899,10.39275,6,1.0
Peretola Airport,Florence,Italy,FLR,43.810001,11.2051,142,1.0
Perugia San Francesco d'Assisi Umbria International Airport,Perugia,Italy,PEG,43.095901,12.513222,697,1.0
Ljubljana Joze Pucnik Airport,Ljubljana,Slovenia,LJU,46.223701,14.4576,1273,1.0
Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,50.20299911499024,12.914999961853027,1989,1.0
Ostrava Leos Janacek Airport,Ostrava,Czech Republic,OSR,49.6963005065918,18.111099243164066,844,1.0
Pardubice Airport,Pardubice,Czech Republic,PED,50.01340103149414,15.73859977722168,741,1.0
Vaclav Havel Airport Prague,Prague,Czech Republic,PRG,50.1008,14.26,1247,1.0
Brno-Turany Airport,Brno,Czech Republic,BRQ,49.15129852294922,16.694400787353516,778,1.0
Ben Gurion International Airport,Tel-aviv,Israel,TLV,32.011398315429695,34.88669967651367,135,2.0
Eilat Airport,Elat,Israel,ETH,29.56130027770996,34.960098266601555,42,2.0
Haifa International Airport,Haifa,Israel,HFA,32.809398651123054,35.04309844970703,28,2.0
Sde Dov Airport,Tel-aviv,Israel,SDV,32.114700317382805,34.78219985961914,43,2.0
Malta International Airport,Malta,Malta,MLA,35.857498,14.4775,300,1.0
Graz Airport,Graz,Austria,GRZ,46.9911003112793,15.439599990844727,1115,1.0
Innsbruck Airport,Innsbruck,Austria,INN,47.260201,11.344000000000001,1907,1.0
Linz Horsching Airport,Linz,Austria,LNZ,48.2332,14.1875,980,1.0
Salzburg Airport,Salzburg,Austria,SZG,47.793300628699996,13.0043001175,1411,1.0
Vienna International Airport,Vienna,Austria,VIE,48.110298156738004,16.569700241089002,600,1.0
Santa Maria Airport,Santa Maria (island),Portugal,SMA,36.97140121459961,-25.17060089111328,308,-1.0
Faro Airport,Faro,Portugal,FAO,37.014400482199996,-7.965909957889999,24,0.0
Horta Airport,Horta,Portugal,HOR,38.51990127563477,-28.715900421142575,118,-1.0
Lajes Airport,Lajes (terceira Island),Portugal,TER,38.761798999999996,-27.090799,180,-1.0
